-0.1102433180,0.0425310862,0.0192462470
-0.0913736689,0.0332763943,0.0093498391
-0.1586477521,0.0582627185,0.0251417066
-0.0162974013,0.0213962413,-0.0380885256
-0.1455669379,0.0512940342,0.0282514951
-0.0914744456,0.0351613376,0.0094814568
-0.1357876540,0.0506377927,-0.0008081123
-0.1310626007,-0.0126562039,0.0265945031
-0.0820315328,0.0222610234,0.0099221152
-0.1263996094,0.0444652309,0.0223546892
0.0361403984,0.0023352062,-0.0884177241
0.0313747011,0.0037587576,-0.1101462288
0.0340126658,-0.0007252796,-0.0489243547
-0.1071892465,-0.4895152277,-0.0380686028
-0.1201326450,-0.5131672526,-0.0376468358
-0.1315291323,-0.5201557552,-0.0346207622
0.0493542163,-0.0007222544,-0.1356294402
0.0323658685,0.0013196539,-0.1201979834
0.0274392953,-0.0022793164,-0.0189801868
0.0299848197,0.0013367636,-0.0976222897
0.0216803792,0.0066831385,-0.1172452472
0.0276587687,0.0019806273,-0.0948662350
0.0310843120,0.0014217254,-0.0878581413
0.0345210172,0.0010608877,-0.1075225218
0.0280029407,0.0014616166,-0.0770550503
0.0286410363,0.0045162805,-0.0975694936
0.0318898293,0.0044863461,-0.1189305958
0.0290269339,-0.0022417266,-0.0768280312
0.0216585917,-0.0010876200,-0.0569546918
0.0448670477,-0.0020955604,-0.0708245088
0.0250611906,0.0032720360,-0.1084309187
0.0350275176,-0.0024457811,-0.0646478562
0.0344320042,-0.0025666633,-0.0606297163
0.0400772724,-0.0059009947,-0.0416306462
0.0327632458,0.0014717206,-0.1233976993
0.0214122468,0.0012944617,-0.0849070331
0.0373471341,0.0019114335,-0.1224503718
0.0597146132,-0.0155384863,0.0601967289
0.0266138136,0.0010487024,-0.0695503845
0.0308454560,0.0018153957,-0.1075133196
0.0250479196,0.0023049342,-0.0884451472
0.0303756006,0.0041112888,-0.1362946009
0.0284704316,0.0009658677,-0.0877182721
0.0350781720,-0.0024395152,-0.0654465667
0.0286417841,0.0017479972,-0.1109199762
0.0411724655,0.0016677145,-0.1116557669
0.0276448167,0.0038589926,-0.1215879652
0.0449615261,-0.0007322275,-0.0982342688
0.0520031605,-0.0070036839,-0.0279401429
0.0275332160,-0.0001692412,-0.0758642621
0.0207833855,0.0014233549,-0.0457672672
0.0191495705,0.0035167157,-0.1006120840
0.0350781720,-0.0024395152,-0.0654465667
0.0336799750,0.0044649710,-0.1265029003
0.0351871710,-0.0022040971,-0.0676266917
0.0373703281,0.0019248614,-0.1202454780
0.0183451430,0.0013120909,-0.0410751479
0.0550873432,-0.0141629036,0.0967066336
0.0306908080,-0.0020955622,-0.0475226911
0.0327228988,-0.0030431049,-0.0501976209
0.0188997022,0.0048280346,-0.0728128480
0.0109090711,0.0080322412,-0.0208559072
0.0197532678,-0.0067804879,0.0499485813
0.0218535645,-0.0056870675,0.0590266581
0.0593434284,-0.0174326595,0.1199410344
0.0344746459,-0.0112418072,0.1060782586
0.0219381208,-0.0058677329,0.0719566862
0.0210745840,-0.0085987106,0.0612007108
0.0073173508,-0.0068086600,0.0115584300
0.0667184800,-0.0194172386,0.1272790766
0.0175097973,-0.0048032894,0.0017482212
0.0327417992,-0.0098454137,0.0932023472
0.0292721742,-0.0075023055,0.0733154734
0.0625425041,-0.0192409511,0.1356275631
0.0184171083,0.0041165536,-0.0860864558
-0.0411866144,0.0241931047,-0.0497958374
0.0270551921,-0.0002867478,-0.0579940175
-0.0581884154,-0.0112330746,0.0168207340
-0.0647586491,-0.0112621793,0.0176504788
-0.0730505972,-0.0622926444,0.0147859011
0.0127675939,0.0048812047,-0.0848524369
0.0332021218,-0.0107806442,0.0684345323
0.0346789487,-0.0111087474,0.0694117796
0.0332021218,-0.0107806442,0.0684345323
0.0516329712,-0.0169392310,0.1189002454
0.0683438570,-0.0191122816,0.1110653416
0.0680916412,-0.0215815321,0.1402579284
0.0072307399,-0.0010376311,0.0171360096
0.0588519065,-0.0181785642,0.1171289852
0.0412695284,-0.0086078383,0.0369788596
-0.0575484399,0.0292507620,-0.0143818016
0.0405332690,-0.0039847968,-0.0382986286
-0.1171634012,0.0457438245,0.0163160522
0.0204511649,-0.0021832453,-0.0126819299
0.0334621347,-0.0057692960,0.0112191638
0.0399630153,-0.0068109466,0.0129276845
0.0409628035,-0.0081686405,0.0259759177
-0.1023779175,0.0368657085,0.0178011205
0.0066258000,0.0005677467,-0.0374842590
0.0118122319,0.0009125476,-0.0543714889
0.0651125840,-0.0188839005,0.1055875908
0.0654972019,-0.0189891895,0.1078931635
0.0625362568,-0.0199520894,0.1321845683
0.0625362568,-0.0199520894,0.1321845683
0.0656338994,-0.0204109218,0.1314356141
0.0611132583,-0.0190268062,0.1226978370
0.0605554705,-0.0190453756,0.1240394460
0.0605706988,-0.0185460208,0.1167445019
0.0593993758,-0.0178369795,0.1142285824
0.0601018509,-0.0179278388,0.1138497242
0.0597586150,-0.0173887734,0.0992846180
0.0314455322,-0.0114677517,0.0928413385
0.0330132090,-0.0091331041,0.0500488897
0.0382964338,-0.0106179029,0.0535048232
0.0382964338,-0.0106179029,0.0535048232
0.0451797741,-0.0135584513,0.0810077215
-0.0764623013,-0.0570959032,0.0120787823
-0.0860337230,-0.0488177919,0.0146544428
-0.1015538588,-0.1912697605,0.0033505317
-0.0281284628,0.0067620638,0.0280393846
-0.0281284628,0.0067620638,0.0280393846
-0.0515388400,0.0247728537,-0.0003767697
-0.0515388400,0.0247728537,-0.0003767697
0.0202282250,-0.0022804827,0.0042864087
0.0157055693,-0.0015606449,-0.0002227932
0.0062797152,0.0046750069,-0.0153806971
-0.0658646194,-0.0612214337,0.0093753568
0.0074078155,0.0029077915,-0.0362416629
0.0272996282,-0.0074056765,0.0462178580
0.0248472072,-0.0019522338,-0.0321232275
0.0254375398,-0.0001290069,-0.0668178168
0.0117590991,-0.0047564850,0.0426705105
-0.0422320573,0.0110043497,0.0086242871
-0.0207300219,0.0085744643,-0.0001516291
0.0055468927,0.0011298499,-0.0358188976
